Date,ACRES,ET VOLUME (acft),ETC VOLUME (acft),ETO VOLUME (acft),PPT VOLUME (acft),PRZ VOLUME (acft),NIWR VOLUME (acft),CU VOLUME (acft),AW VOLUME (acft),ET RATE (inches),ETC RATE (inches),ETO RATE (inches),PPT RATE (inches),PRZ RATE (inches),NIWR RATE (inches),CU RATE (inches),AW RATE (inches)
1998-02-01,2829018.462,124328.294,195959.632,255726.912,528022.368,122092.561,-45753.829,2235.734,3400.464,0.527,0.831,1.085,2.24,0.518,-0.194,0.009,0.014
1998-03-01,2829018.462,301559.824,325829.364,536131.619,463344.447,288328.057,50539.567,13231.766,18432.394,1.279,1.382,2.274,1.965,1.223,0.214,0.056,0.078
1998-04-01,2829018.462,577225.302,636551.341,834478.181,281958.936,471905.397,403575.68,105319.905,124071.044,2.448,2.7,3.54,1.196,2.002,1.712,0.447,0.526
1998-05-01,2829018.462,693429.204,907538.556,899983.512,928338.575,623273.493,58863.283,70155.711,49060.648,2.941,3.85,3.818,3.938,2.644,0.25,0.298,0.208
1998-06-01,2829018.462,1071468.819,1374567.33,1325446.946,275502.736,643478.823,1107355.079,427989.996,471040.322,4.545,5.831,5.622,1.169,2.729,4.697,1.815,1.998
1998-07-01,2829018.462,1349578.031,1696208.208,1689674.923,153841.881,414478.342,1542472.734,935099.69,1101241.107,5.725,7.195,7.167,0.653,1.758,6.543,3.966,4.671
1998-08-01,2829018.462,1093777.775,1463700.837,1549562.511,19135.4,140354.916,1444550.423,953422.859,1146570.261,4.64,6.209,6.573,0.081,0.595,6.127,4.044,4.863
1998-09-01,2829018.462,655648.957,854664.351,969344.688,225962.172,250009.121,632337.71,405639.836,484564.094,2.781,3.625,4.112,0.958,1.06,2.682,1.721,2.055
1998-10-01,2829018.462,336850.541,290185.011,551413.533,186805.523,118827.286,121224.493,218023.255,265584.587,1.429,1.231,2.339,0.792,0.504,0.514,0.925,1.127
1998-11-01,3190910.809,132168.305,166971.801,236378.523,1390138.003,130389.591,-405619.951,1778.714,1079.786,0.497,0.628,0.889,5.228,0.49,-1.525,0.007,0.004
1998-12-01,3190910.809,74375.296,142844.274,203015.295,921136.954,73969.558,-32944.704,405.738,597.292,0.28,0.537,0.763,3.464,0.278,-0.124,0.002,0.002
1999-01-01,3190910.809,71651.556,133574.659,198587.779,902798.227,71078.899,-101840.36,572.657,837.714,0.269,0.502,0.747,3.395,0.267,-0.383,0.002,0.003
1999-02-01,3190910.809,124173.695,213877.034,298573.575,1182358.703,123276.135,-77411.779,897.56,1124.05,0.467,0.804,1.123,4.446,0.464,-0.291,0.003,0.004
1999-03-01,3190910.809,284405.48,302764.987,592790.001,468636.372,271927.76,92866.362,12477.72,14743.578,1.07,1.139,2.229,1.762,1.023,0.349,0.047,0.055
1999-04-01,3190910.809,577574.139,588013.927,972790.252,223243.084,466063.933,431744.243,111510.207,128564.193,2.172,2.211,3.658,0.84,1.753,1.624,0.419,0.483
1999-05-01,3190910.809,989642.259,1138750.296,1284902.797,301969.786,589812.652,859598.066,399829.607,493610.98,3.722,4.282,4.832,1.136,2.218,3.233,1.504,1.856
1999-06-01,3190910.809,1216308.002,1534570.172,1524767.092,169203.277,428278.717,1366388.766,788029.285,945637.537,4.574,5.771,5.734,0.636,1.611,5.139,2.964,3.556
1999-07-01,3190910.809,1452725.578,1857925.216,1900345.304,32415.361,251082.789,1825595.605,1201642.789,1426105.003,5.463,6.987,7.147,0.122,0.944,6.865,4.519,5.363
1999-08-01,3190910.809,1072631.019,1413921.504,1500970.114,227136.564,286764.932,1187431.098,785866.088,899045.148,4.034,5.317,5.645,0.854,1.078,4.466,2.955,3.381
1999-09-01,3190910.809,717255.983,673559.727,1219461.269,6202.726,61516.415,668190.899,655739.567,807812.399,2.697,2.533,4.586,0.023,0.231,2.513,2.466,3.038
1999-10-01,3190910.809,372754.058,217555.095,722800.184,344421.075,222504.943,-97134.903,150249.115,157634.63,1.402,0.818,2.718,1.295,0.837,-0.365,0.565,0.593
1999-11-01,3184851.408,176382.401,147637.353,343613.0,769851.641,142862.293,-134682.278,33520.109,38446.748,0.665,0.556,1.295,2.901,0.538,-0.507,0.126,0.145
1999-12-01,3184851.408,88425.591,101484.002,169809.12,562628.075,80933.592,-23173.747,7491.999,9160.357,0.333,0.382,0.64,2.12,0.305,-0.087,0.028,0.035
2000-01-01,3184851.408,91957.345,117587.99,165549.655,1026183.729,90576.608,-239346.195,1380.736,2114.038,0.346,0.443,0.624,3.866,0.341,-0.902,0.005,0.008
2000-02-01,3184851.408,162034.028,213315.62,285637.014,805325.19,159196.957,-101604.909,2837.071,4492.692,0.611,0.804,1.076,3.034,0.6,-0.383,0.011,0.017
2000-03-01,3184851.408,383465.469,409462.963,605017.687,491671.803,361117.962,160489.042,22347.507,32927.734,1.445,1.543,2.28,1.853,1.361,0.605,0.084,0.124
2000-04-01,3184851.408,759818.38,827286.443,1058021.938,352803.201,581747.046,491675.001,178071.334,215051.548,2.863,3.117,3.986,1.329,2.192,1.853,0.671,0.81
2000-05-01,3184851.408,1043213.322,1303924.9,1285110.913,359835.633,546301.078,966275.902,496912.243,598922.111,3.931,4.913,4.842,1.356,2.058,3.641,1.872,2.257
2000-06-01,3184851.408,1429275.261,1858309.956,1779946.004,177050.269,402588.474,1686703.369,1026686.787,1235004.096,5.385,7.002,6.707,0.667,1.517,6.355,3.868,4.653
2000-07-01,3184851.408,1386347.659,1838499.089,1884635.237,63380.098,174094.122,1775154.646,1212253.537,1430471.242,5.224,6.927,7.101,0.239,0.656,6.688,4.568,5.39
2000-08-01,3184851.408,1114663.398,1570953.428,1734173.168,15272.767,67582.272,1555705.822,1047081.126,1251779.901,4.2,5.919,6.534,0.058,0.255,5.862,3.945,4.717
2000-09-01,3184851.408,647245.319,712339.628,1042022.767,251893.378,256008.733,466693.872,391236.586,457101.236,2.439,2.684,3.926,0.949,0.965,1.758,1.474,1.722
2000-10-01,3184851.408,332205.544,318261.847,551890.151,554027.459,308063.969,-181545.182,24141.575,22745.598,1.252,1.199,2.079,2.087,1.161,-0.684,0.091,0.086
2000-11-01,2974434.426,102562.259,101599.317,172497.225,346769.699,99052.904,-86853.861,3509.355,3066.139,0.414,0.41,0.696,1.399,0.4,-0.35,0.014,0.012
2000-12-01,2974434.426,71515.484,75859.67,124599.492,416962.641,68896.159,-48457.031,2619.325,3439.733,0.289,0.306,0.503,1.682,0.278,-0.195,0.011,0.014
2001-01-01,2974434.426,74427.457,85267.403,147739.713,283915.913,72389.029,-38841.478,2038.429,2481.226,0.3,0.344,0.596,1.145,0.292,-0.157,0.008,0.01
2001-02-01,2974434.426,161447.88,145764.894,257550.376,228421.014,153403.011,27670.603,8044.869,9233.772,0.651,0.588,1.039,0.922,0.619,0.112,0.032,0.037
2001-03-01,2974434.426,354526.988,303806.35,589831.734,408424.976,313126.817,2110.729,41400.171,41542.949,1.43,1.226,2.38,1.648,1.263,0.009,0.167,0.168
2001-04-01,2974434.426,593500.464,595000.783,788503.842,412007.384,439095.8,243667.497,154404.664,167128.097,2.394,2.4,3.181,1.662,1.771,0.983,0.623,0.674
2001-05-01,2974434.426,1149003.38,1443529.775,1458019.6,196910.392,433756.228,1261639.05,715247.152,836464.484,4.636,5.824,5.882,0.794,1.75,5.09,2.886,3.375
2001-06-01,2974434.426,1128451.797,1488097.434,1433667.305,241823.684,301926.586,1248454.115,826525.212,958909.882,4.553,6.004,5.784,0.976,1.218,5.037,3.335,3.869
2001-07-01,2974434.426,1210577.983,1694585.217,1675355.995,134588.495,205837.121,1560072.536,1004740.862,1167328.925,4.884,6.837,6.759,0.543,0.83,6.294,4.054,4.709
2001-08-01,2974434.426,1013842.89,1474186.017,1583694.914,85430.945,110541.482,1392304.461,903301.409,1046073.425,4.09,5.947,6.389,0.345,0.446,5.617,3.644,4.22
2001-09-01,2974434.426,634481.959,694684.163,1087661.709,129869.972,142091.725,567318.04,492390.234,562788.508,2.56,2.803,4.388,0.524,0.573,2.289,1.986,2.271
